"draftYear","draftRound","draftSelection","draftOverall","tmID","firstName","lastName","fullName","suffixName","playerID","draftFrom","lgID","playedPro","notes","pickRoute"
"2000","1","0","9","SEA","Kamila","Vodichkova","Kamila Vodichkova","","","Czech Republic","WNBA","v","","SES"
"2000","4","0","57","SEA","Katrina","Hibbert","Katrina Hibbert","","","Louisiana State University","WNBA","v","","SES"
"2000","3","0","41","SEA","Kirra","Jordan","Kirra Jordan","","","Rice University","WNBA","x","","SES"
"2000","2","0","25","SEA","Charisse","Sampson","Charisse Sampson","","","University of Kansas","WNBA","v","","SES"
"2001","1","0","1","SEA","Lauren","Jackson","Lauren Jackson","","","Australia","WNBA","v","","SES"
"2001","4","0","49","SEA","Juana","Brown","Juana Brown","","","University of North Carolina","WNBA","x","","SES"
"2001","2","0","17","SEA","Semeka","Randall","Semeka Randall","","","University of Tennessee","WNBA","v","","SES"
"2002","3","0","35","SEA","Takeisha","Lewis","Takeisha Lewis","","","Louisiana Tech University","WNBA","v","","SES"
"2002","2","0","19","SEA","Lucienne","Berthieu","Lucienne Berthieu","","","Old Dominion University","WNBA","v","","SES"
"2002","2","0","28","SEA","Felicia","Ragland","Felicia Ragland","","","Oregon State University","WNBA","v","","SAM to SES"
"2002","1","0","1","SEA","Sue","Bird","Sue Bird","","","University of Connecticut","WNBA","v","","SES"
"2003","2","0","22","SEA","Suzy","Batkovic","Suzy Batkovic","","","Australia","WNBA","v","","SES"
"2003","3","0","37","SEA","Chrissy","Floyd","Chrissy Floyd","","","Clemson University","WNBA","x","","SES"
"2003","1","0","8","SEA","Jung","Sun-min","Jung Sun-min","","","Korea","WNBA","v","","SES"
"2004","2","0","19","SEA","Catrina","Frierson","Catrina Frierson","","","Louisiana Tech University","WNBA","x","","SES"
"2005","3","0","38","SEA","Stephanie","Blackmon","Stephanie Blackmon","","","Baylor University","WNBA","x","","SES"
"2005","1","0","12","SEA","Tanisha","Wright","Tanisha Wright","","","Penn State University","WNBA","v","","SES"
"2005","2","0","25","SEA","Ashley","Battle","Ashley Battle","","","University of Connecticut","WNBA","v","","SES"
"2006","3","0","39","SEA","Erin","Grant","Erin Grant","","","Texas Tech University","WNBA","v","","SES"
"2006","1","0","11","SEA","Barbara","Turner","Barbara Turner","","","University of Connecticut","WNBA","v","","SES"
"2006","2","0","25","SEA","Dalila","Eshe","Dalila Eshe","","","University of Florida","WNBA","x","","SES"
"2007","3","0","33","SEA","Brandie","Hoskins","Brandie Hoskins","","","Ohio State University","WNBA","x","","SES"
"2007","1","0","7","SEA","Katie","Gearlds","Katie Gearlds","","","Purdue University","WNBA","v","","SES"
"2008","2","0","22","SEA","Allie","Quigley","Allie Quigley","","","DePaul University","WNBA","v","","SES"
"2008","3","0","36","SEA","Kimberly","Beck","Kimberly Beck","","","George Washington University","WNBA","v","","SES"
"2009","3","0","38","SEA","Mara","Freshour","Mara Freshour","","","Florida State University","WNBA","x","","SES"
"2009","1","0","12","SEA","Ashley","Walker","Ashley Walker","","","University of California","WNBA","v","","SES"
"2010","3","0","34","SEA","Tijana","Krivacevic","Tijana Krivacevic","","","Hungary","WNBA","x","","SES"
"2010","1","0","10","SEA","Alison","Lacey","Alison Lacey","","","Iowa State University","WNBA","v","","SES"
"2010","2","0","22","SEA","Tanisha","Smith","Tanisha Smith","","","Texas A&M University","WNBA","v","","SES"
"2011","1","0","12","SEA","Jasmine","Thomas","Jasmine Thomas","","","Duke University","WNBA","v","","SES"
"2011","3","0","36","SEA","Krystal","Thomas","Krystal Thomas","","","Duke University","WNBA","v","","SES"
"2011","2","0","24","SEA","Ify","Ibekwe","Ify Ibekwe","","","University of Arizona","WNBA","v","","SES"
"2012","2","0","22","SEA","Keisha","Hampton","Keisha Hampton","","","DePaul University","WNBA","x","","SES"
"2012","1","0","2","SEA","Shekinna","Stricklen","Shekinna Stricklen","","","University of Tennessee","WNBA","x","","CSK to SES"
"1997","4","0","33","SER","Kira","Orr","Kira Orr","","","Duke University","ABL","x","","SJL to SER"
"1997","4","0","31","SER","Yvette","Angel","Yvette Angel","","","Ohio State University","ABL","v","","SER"
"1997","2","0","13","SER","Astou","Ndiaye","Astou Ndiaye","","","Southern Nazarene University","ABL","v","","SER"
"1997","1","0","4","SER","Kate","Starbird","Kate Starbird","","","Stanford University","ABL","v","","SER"
"1997","1","0","7","SER","Shalonda","Enis","Shalonda Enis","","","University of Alabama","ABL","v","","COX to SER"
"1997","6","0","49","SER","Pashen","Thompson","Pashen Thompson","","","University of Tennessee","ABL","x","","COQ to SER"
"1998","3","0","29","SER","Boky","Vidic","Boky Vidic","","","Oregon State University","ABL","x","","LBS to SER"
"1998","3","0","23","SER","Nadine","Malcolm","Nadine Malcolm","","","Providence College","ABL","v","","SER"
"1998","2","0","13","SER","Naomi","Mulitauaopele","Naomi Mulitauaopele","","","Stanford University","ABL","v","","SER"
"1998","4","0","40","SER","Nicky","McCrimmon","Nicky McCrimmon","","","University of Southern California","ABL","v","","COQ to SER"
"1997","5","0","42","SJL","Laurie","Byrd","Laurie Byrd","","","Eastern Michigan University","ABL","x","","SJL"
"1997","1","0","6","SJL","Clarisse","Machanguana","Clarisse Machanguana","","","Old Dominion University","ABL","v","","SJL"
"1997","3","0","24","SJL","Kisa","Bradley","Kisa Bradley","","","Oral Roberts University","ABL","x","","SJL"
"1997","6","0","51","SJL","Jamillah","Lang","Jamillah Lang","","","University of Colorado","ABL","x","","SJL"
"1997","2","0","15","SJL","Kedra","Holland-Corn","Kedra Holland-Corn","","","University of Georgia","ABL","v","","SJL"
"1997","3","0","22","SJL","Katryna","Gaither","Katryna Gaither","","","University of Notre Dame","ABL","v","","SER to SJL"
"1998","1","0","6","SJL","Sharon","Thompson","Sharon Thompson","","","Mississippi State University","ABL","x","","SJL"
"1998","5","0","46","SJL","Molly","Goodenbour","Molly Goodenbour","","","Stanford University","ABL","x","","SJL"
"1998","2","0","16","SJL","Anna","De Forge","Anna De Forge","","","University of Nebraska","ABL","v","","SJL"
"1998","3","0","25","SJL","LaToya","Doage","LaToya Doage","","","University of Nebraska","ABL","x","","PRT to COX to SJL"
"1998","3","0","26","SJL","Tiffani","Johnson","Tiffani Johnson","","","University of Tennessee","ABL","v","","SJL"
"2010","3","0","31","TUL","Vivian","Frieson","Vivian Frieson","","","Gonzaga University","WNBA","x","","TLS"
"2010","2","0","19","TUL","Amanda","Thompson","Amanda Thompson","","","University of Oklahoma","WNBA","v","","TLS"
"2011","1","0","2","TUL","Liz","Cambage","Liz Cambage","","","Australia","WNBA","v","","TLS"
"2011","1","0","7","TUL","Kayla","Pedersen","Kayla Pedersen","","","Stanford University","WNBA","v","","PHM to TLS"
"2011","3","0","25","TUL","Chastity","Reed","Chastity Reed","","","University of Arkansas at Little Rock","WNBA","v","","TLS"
"2011","2","0","21","TUL","Italee","Lucas","Italee Lucas","","","University of North Carolina","WNBA","x","","INF to TLS"
"2012","3","0","29","TUL","Lynetta","Kizer","Lynetta Kizer","","","University of Maryland","WNBA","v","","SSS to TLS"
"2012","2","0","17","TUL","Riquna","Williams","Riquna Williams","","","University of Miami","WNBA","v","","SSS to TLS"
"2012","1","0","4","TUL","Glory","Johnson","Glory Johnson","","","University of Tennessee","WNBA","x","","TLS"
"2012","3","0","25","TUL","Vicki","Baugh","Vicki Baugh","","","University of Tennessee","WNBA","x","","TLS"
"1997","4","0","28","UTA","Kim","Williams","Kim Williams","","","DePaul University","WNBA","v","regular","USZ"
"1997","3","0","21","UTA","Raegan","Scott","Raegan Scott","","","University of Colorado","WNBA","v","regular","USZ"
"1997","2","0","12","UTA","Jessie","Hicks","Jessie Hicks","","","University of Maryland","WNBA","v","regular","USZ"
"1997","1","0","5","UTA","Tammi","Reiss","Tammi Reiss","","","University of Virginia","WNBA","v","regular","USZ"
"1997","1","0","8","UTA","Elena","Baranova","Elena Baranova","","","Russia","WNBA","v","initial","UTZ"
"1997","2","0","16","UTA","Le Juana 'Lady'","Hardmon","Le Juana ?Lady? Hardmon","","","University of Georgia","WNBA","v","initial","UTZ"
"1997","1","0","1","UTA","Dena","Head","Dena Head","","","University of Tennessee","WNBA","v","elite","UTZ"
"1997","2","0","9","UTA","Wendy","Palmer","Wendy Palmer","","","University of Virginia","WNBA","v","elite","UTZ"
"1998","4","0","31","UTA","Tricia","Bader","Tricia Bader","","","Boise State University","WNBA","v","regular","USZ"
"1998","1","0","1","UTA","Malgorzata 'Margo'","Dydek","Malgorzata ?Margo? Dydek","","","Poland","WNBA","v","regular","USZ"
"1998","2","0","11","UTA","Olympia","Scott","Olympia Scott","","","Stanford University","WNBA","v","regular","USZ"
"1998","3","0","21","UTA","LaTonya","Johnson","LaTonya Johnson","","","University of Memphis","WNBA","v","regular","USZ"
"1999","4","0","39","UTA","Dalma","Ivanyi","Dalma Ivanyi","","","Florida International University","WNBA","v","regular","USZ"
"1999","3","0","27","UTA","Adrienne","Goodson","Adrienne Goodson","","","Old Dominion University","WNBA","v","regular","USZ"
"1999","2","0","15","UTA","Debbie","Black","Debbie Black","","","St. Joseph?s University","WNBA","v","regular","USZ"
"1999","1","0","3","UTA","Natalie","Williams","Natalie Williams","","","UCLA","WNBA","v","regular","USZ"
"2000","3","0","35","UTA","Stacy","Frese","Stacy Frese","","","Iowa State University","WNBA","v","","USZ"
"2000","4","0","51","UTA","Kristen","Rasmussen","Kristen Rasmussen","","","Michigan State University","WNBA","v","","USZ"
"2000","1","0","12","UTA","Naomi","Mulitauaopele","Naomi Mulitauaopele","","","Stanford University","WNBA","v","","USZ"
"2001","1","0","8","UTA","Marie","Ferdinand","Marie Ferdinand","","","Louisiana State University","WNBA","v","","USZ"
"2001","3","0","40","UTA","Shea","Ralph","Shea Ralph","","","University of Connecticut","WNBA","x","","USZ"
"2001","2","0","24","UTA","Michaela","Pavlickova","Michaela Pavlickova","","","University of Denver","WNBA","v","","USZ"
"2001","4","0","56","UTA","Cara","Consuegra","Cara Consuegra","","","University of Iowa","WNBA","v","","USZ"
"2002","1","0","11","UTA","Danielle","Crockrom","Danielle Crockrom","","","Baylor University","WNBA","v","","USZ"
"2002","2","0","27","UTA","Andrea","Gardner","Andrea Gardner","","","Howard University","WNBA","v","","USZ"
"2002","4","0","59","UTA","Jaclyn","Winfield","Jaclyn Winfield","","","Southern University","WNBA","x","","USZ"
"2002","3","0","43","UTA","Edmarie","Lumbsley","Edmarie Lumbsley","","","University of Mobile","WNBA","x","","USZ"
"2002","1","0","14","UTA","LaNeishea","Caufield","LaNeishea Caufield","","","University of Oklahoma","WNBA","v","","NYL to USZ"
"1998","2","0","4","WAS","Alessandra","Santos de Oliveira","Alessandra Santos de Oliveira","","","Brazil","WNBA","v","initial","WSM"
"1998","2","0","13","WAS","Rita","Williams","Rita Williams","","","University of Connecticut","WNBA","v","regular","WSM"
"1998","1","0","3","WAS","Murriel","Page","Murriel Page","","","University of Florida","WNBA","v","regular","WSM"
"1998","3","0","23","WAS","Angela","Hamblin","Angela Hamblin","","","University of Iowa","WNBA","v","regular","WSM"
"1998","1","0","2","WAS","Nikki","McCray","Nikki McCray","","","University of Tennessee","WNBA","v","initial","WSM"
"1998","4","0","33","WAS","Angela","Jackson","Angela Jackson","","","University of Texas","WNBA","v","regular","WSM"
"1999","4","0","37","WAS","Jennifer","Whittle","Jennifer Whittle","","","Australia","WNBA","v","regular","WSM"
"1999","3","0","25","WAS","Andrea","Nagy","Andrea Nagy","","","Florida International University","WNBA","v","regular","WSM"
"1999","2","0","13","WAS","Shalonda","Enis","Shalonda Enis","","","University of Alabama","WNBA","v","regular","WSM"
"1999","1","0","1","WAS","Chamique","Holdsclaw","Chamique Holdsclaw","","","University of Tennessee","WNBA","v","regular","WSM"
"2000","1","0","2","WAS","Tausha","Mills","Tausha Mills","","","University of Alabama","WNBA","v","","WSM"
"2000","2","0","18","WAS","Tonya","Washington","Tonya Washington","","","University of Florida","WNBA","v","","WSM"
"2001","3","0","41","WAS","Jamie","Lewis","Jamie Lewis","","","Ohio State University","WNBA","x","","WSM"
"2001","3","0","44","WAS","Elena","Karpova","Elena Karpova","","","Russia","WNBA","x","","NYL to WSM"
"2001","2","0","25","WAS","Tamara","Stocks","Tamara Stocks","","","University of Florida","WNBA","v","","WSM"
"2001","1","0","9","WAS","Coco","Miller","Coco Miller","","","University of Georgia","WNBA","v","","WSM"
"2002","3","0","33","WAS","LaNisha","Cartwell","LaNisha Cartwell","","","University of Alabama","WNBA","x","","WSM"
"2002","1","0","4","WAS","Asjha","Jones","Asjha Jones","","","University of Connecticut","WNBA","v","","INF to WSM"
"2002","1","0","3","WAS","Stacey","Dales-Schuman","Stacey Dales-Schuman","","","University of Oklahoma","WNBA","v","","WSM"
"2002","3","0","36","WAS","Teresa","Geter","Teresa Geter","","","University of South Carolina","WNBA","x","","INF to WSM"
"2003","3","0","36","WAS","Tamara","Bowie","Tamara Bowie","","","Ball State University","WNBA","x","","WSM"
"2003","1","0","7","WAS","Aiysha","Smith","Aiysha Smith","","","Louisiana State University","WNBA","v","","WSM"
"2003","2","0","21","WAS","Zuzana","Zirkova","Zuzana Zirkova","","","Slovakia","WNBA","v","","WSM"
"2003","3","0","32","WAS","Trish","Juhline","Trish Juhline","","","Villanova University","WNBA","x","","SAM to WSM"
"2004","1","0","2","WAS","Alana","Beard","Alana Beard","","","Duke University","WNBA","v","","WSM"
"2004","2","0","15","WAS","Kaayla","Chones","Kaayla Chones","","","North Carolina State University","WNBA","v","","WSM"
"2004","3","0","28","WAS","Evan","Unrau","Evan Unrau","","","University of Missouri","WNBA","x","","WSM"
"2005","1","0","6","WAS","Temeka","Johnson","Temeka Johnson","","","Louisiana State University","WNBA","v","","WSM"
"2005","2","0","19","WAS","Erica","Taylor","Erica Taylor","","","Louisiana Tech University","WNBA","x","","WSM"
"2005","3","0","32","WAS","Tashia","Morehead","Tashia Morehead","","","University of Florida","WNBA","x","","WSM"
"2006","3","0","33","WAS","Miriam","Sy","Miriam Sy","","","Oklahoma City University","WNBA","x","","WSM"
"2006","2","0","19","WAS","Nikki","Blue","Nikki Blue","","","UCLA","WNBA","v","","WSM"
"2006","1","0","8","WAS","Tamara","James","Tamara James","","","University of Miami","WNBA","v","","LSP to WSM"
"2007","1","0","6","WAS","Bernice","Mosby","Bernice Mosby","","","Baylor University","WNBA","v","","WSM"
"2007","3","0","32","WAS","Gillian","Goring","Gillian Goring","","","North Carolina State University","WNBA","v","","WSM"
"2007","2","0","19","WAS","Megan","Vogel","Megan Vogel","","","South Dakota State University","WNBA","x","","WSM"
"2008","2","0","20","WAS","Lindsey","Pluimer","Lindsey Pluimer","","","UCLA","WNBA","x","","WSM"
"2008","1","0","6","WAS","Crystal","Langhorne","Crystal Langhorne","","","University of Maryland","WNBA","v","","WSM"
"2008","3","0","34","WAS","Krystal","Vaughn","Krystal Vaughn","","","Virginia Commonwealth University","WNBA","v","","WSM"
"2009","2","0","24","WAS","Jelena","Milovanovic","Jelena Milovanovi?","","","Serbia","WNBA","x","","DTS to WSM"
"2009","3","0","28","WAS","Josephine","Owino","Josephine Owino","","","Union University (TN)","WNBA","x","","WSM"
"2009","1","0","2","WAS","Marissa","Coleman","Marissa Coleman","","","University of Maryland","WNBA","v","","WSM"
"2009","2","0","23","WAS","Camille","LeNoir","Camille LeNoir","","","University of Southern California","WNBA","x","","CON to MNL to WSM"
"2010","1","0","6","WAS","Jacinta","Monroe","Jacinta Monroe","","","Florida State University","WNBA","v","","WSM"
"2010","2","0","18","WAS","Shanavia","Dowdell","Shanavia Dowdell","","","Louisiana Tech University","WNBA","x","","WSM"
"2010","3","0","30","WAS","Alexis","Gray-Lawson","Alexis Gray-Lawson","","","University of California","WNBA","v","","WSM"
"2010","2","0","14","WAS","Jenna","Smith","Jenna Smith","","","University of Illinois","WNBA","x","","MNL to WSM"
"2011","2","0","23","WAS","Karima","Christmas","Karima Christmas","","","Duke University","WNBA","v","","WSM"
"2011","3","0","35","WAS","Sara","Krnjic","Sara Krnjic","","","Serbia","WNBA","x","","WSM"
"2011","1","0","11","WAS","Victoria","Dunlap","Victoria Dunlap","","","University of Kentucky","WNBA","v","","WSM"
"2012","1","0","10","WAS","LaSondra","Barrett","LaSondra Barrett","","","Louisiana State University","WNBA","x","","SES to WSM"
"2012","3","0","26","WAS","Anjale","Barrett","Anjale Barrett","","","University of Maryland","WNBA","x","","WSM"
"2012","1","0","8","WAS","Natalie","Novosel","Natalie Novosel","","","University of Notre Dame","WNBA","x","","ATD to WSM"
"2012","3","0","35","WAS","Briana","Gilbreath","Briana Gilbreath","","","University of Southern California","WNBA","x","","INF to WSM"
